,ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
1807,HVsXJDR1_Lw,30,40,"/m/015lz1,/m/016cjb,/m/04rlf","['low quality', 'live performance', 'muffled', 'thin', 'orchestral', 'passionate female vocal', 'mono', 'musical', 'energetic drums', 'brass section', 'noisy']","The low quality recording features a musical played on a small device that reproduces mono sound. The song consists of energetic drums, brass section and passionate female vocal singing on top of it. It sounds noisy, muffled and thin, as it was probably recorded with a poor quality microphone.",4,False,True
1808,HWZdPxRzCWs,30,40,"/m/04rlf,/m/07swgks","['muffled snare', 'crickets sound effect', 'shimmering tambourine', 'sea waves sound effect', 'wide mellow synth pad chords', 'short filter modulation', 'silence', 'soft white noise down sweep', 'relaxing', 'calming']","This audio recording features a crickets sound effect, sea waves sound effect and mellow synth pad chords in the background, followed by shimmering tambourine and muffled snare. At the very end of the first section of the loop, there is a short filter modulation riser, after which there is silence. At the very end of the loop there is a soft white noise down sweep. It sounds very relaxing and calming, especially because of the pad and sound effects.",4,False,True
1813,HYjSrwSm0T4,250,260,"/m/04rlf,/m/07rrh0c","['latin/spanisch', 'folklore/country', 'acoustic guitars', 'percussion', 'foreground-noises', 'e-bass', 'mood elevating', 'medium tempo']","This song contains three guitars playing chords, and two melodies while one of the guitars stands out to be playing the main melody. The guitars are panned to the left and the right side of the speakers. An e-bass is playing a walking line that repeats itself. Different percussive instruments are panned to the left and right side of the speakers. There are some noises of doors opening and closing that I think do not belong to the musical composition and they sound in the foreground. This song may be playing in a house in the countryside.",6,True,True
1814,H_2ZPxy80Eo,30,40,"/m/015lz1,/m/016cjb,/m/04rlf,/m/074ft,/m/07pkxdp","['low quality', 'mellow girl vocal', 'plucked strings melody', 'staccato strings melody', 'reverberant', 'noisy', 'lullaby', 'soft', 'emotional', 'mellow', 'muffled snare rolls']","The low quality recording features a lullaby that consists of mellow girl vocal singing over staccato string melody in the left channel and plucked strings melody in the right channel of the stereo image. There are muffled, barely audible, muffled snare rolls in the background. The recording is noisy and reverberant, and it sounds soft, emotional and mellow.",4,False,True
1815,H_5wh4aMQe0,270,280,"/m/04rlf,/m/07qqyl4","['low quality', 'uplifting', 'sustained strings melody', 'groovy orchestra percussions', 'shimmering hi hats', 'loud metallic impact', 'plucked harp melody', 'wind sound effect', 'glorious', 'epic']","The low quality recording features a groovy orchestra percussions, sustained strings melody and shimmering hi hats. In the second half of the loop, there is a wind sound effect, followed by loud metallic impact. It sounds glorious, epic, uplifting and like a sync sound for a video game.",4,False,True
1817,Ha-FS_CHmGw,60,70,"/m/04rlf,/m/05lls","['female singer', 'slow tempo', 'soprano', 'falsetto', 'descant', 'high notes', 'melodic violin', 'violin symphony', 'cello', 'viola', 'orchestra', 'philharmonic', 'symphony orchestra', 'classical music', 'ethereal', 'angelic', 'celestial', 'enthralling', 'captivating', 'mesmerising', 'pleasant', 'dreamy', 'mellifluous', 'enchanting', 'descan', 'opera singer']","A female opera singer sings this soprano melody. The tempo is slow with an ethereal violin symphony accompaniment. The song is mellifluous , soft, enchanting, enigmatic, mystical, ethereal,celestial and dreamy. This is a Classic Opera.",7,False,True
1819,Hc_UM8l_sTg,30,40,"/m/01b9nn,/m/0342h,/m/04rlf,/m/06w87,/m/0fx80y","['guitar song', 'pedal steel guitar', 'simple percussion', 'acoustic guitar', 'slow tempo', 'country song', 'instrumental', 'no voices', 'relaxing music']",This song features a pedal steel guitar playing the main melody. This starts off with a slide to a high register followed by plucking low register strings. This is accompanied by percussion playing a simple beat in common time. An acoustic guitar strums chords in the background. The bass guitar plays the root notes of the chords. This song is at a slow tempo. There are no voices in this song. This is an instrumental song with a Country feel. This song can be played in a coffee shop.,0,False,True
1824,HflVPAOVL7U,2,12,"/m/03cl9h,/m/04rlf","['ice cream truck', 'engine sounds', 'jingle', 'analog sound', 'high-pitch synth', 'major key', 'cute', 'happy', 'childlike', 'sympathetic']",This is the recording of an ice cream truck jingle. Engine sounds from the truck can be heard in the recording. It has an analog sounding high-pitch synth playing a cute melody in the major key. The atmosphere is happy and childlike. This piece could be used to lift samples from. It could also be added to the soundtrack of children's movies and TV shows. Another good use would be in the soundtrack of video games of the arcade genre.,9,False,True
1825,HfzEa06vDLg,30,40,"/m/028sqc,/m/04rlf,/t/dd00033,/t/dd00034","['r&b/pop', 'acoustic piano', 'electronic drums', 'strings', 'female singing voice', 'backing vocals', 'e-bass']",The female voice is singing lightly sad-sounding. Backing voices are supporting her in some phrases while strings are playing long notes that are panned to the left and right side of the speakers. A piano is playing ballad sounding chords and a melody underlined by the e-bass. This song may be playing in a soul musical.,6,True,True
1833,Hnk45Z0EAxg,150,160,"/m/04rlf,/m/05r5wn","['jazz fusion', 'instrumental music', 'hissing noise', 'love performance', 'ethnic percussions', 'groovy music', 'live perform am ve', 'live audience', 'audience cheering', 'poor audio quality', 'groovy bass line', 'bongos playing', 'keyboard accompaniment', 'improvisational music', 'folk music influences', 'medium tempo']","The song is instrumental. The song is medium tempo with traditional percussion instruments , bongos, piano accompaniment and groovy bass line. The song is improvisational and energetic. The song is jazz fusion and has poor audio quality.",1,True,True
1838,HrPnGYGrvm0,100,110,"/m/018j2,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125","['home video', 'music video', 'banjo learning video', 'strumming rhythm', 'beginner', 'banjo lessons', 'amateur musician', 'learning to play', 'musicians diary', 'poor quality audio', 'playing out of time', 'badly tuned strings', 'instrumental music', 'bad music', 'banjo player', 'medium tempo']","The song is an instrumental. The tempo is medium and sometimes glitch out if time, with a banjo being played by a beginner. The song is amateurish in quality and not pleasant. The song audio quality is very poor.",1,False,True
1841,HrxfNVYirCo,30,40,"/m/01b9nn,/m/025td0t,/m/02v2lh,/m/04rlf,/m/0fd3y","['instrumental', 'slow tempo', 'electric guitar lead', 'breeze', 'waves', 'gentle wind', 'mellow', 'soothing', 'melancholic', 'pensive', 'poignant', 'reflective', 'melodic', 'simple', 'keyboard harmony', 'ambient sounds of nature', 'birds chirping', 'amplified organ']","This music is an instrumental, the tempo is medium slow with an insistent keyboard /amplified organ harmony, gentle electric guitar lead and ambient nature sounds in the background. The music is soft, mellow , soothing, pensive, meditative, reflective, nostalgic and poignant with the chirping of birds, sound of waves and gentle breeze.",7,False,True
1842,HtCkwxfAmzw,30,40,"/m/025td0t,/m/04rlf,/m/05w3f,/m/06by7,/m/0dl5d","['indie rock', 'no voices', 'distortion guitar', 'keyboard melody', 'bass notes', 'simple percussion', 'moderate tempo', 'upbeat', 'happy feel', 'instrumental']",This indie rock song features a piano playing the main melody. This is accompanied by percussion playing a simple beat. It seems like the hi-hat is substituted by the tambourine. A distortion guitar plays power chords. The bass follows the root notes of the chords. There are no voices in this song. The song is upbeat and the mood is happy. This song can be used in the end credits of a romantic movie.,0,False,True
1844,HtSznF9_784,30,40,"/m/015lz1,/m/03_d0,/m/04rlf,/m/07brj","['female singer', 'jazz scatting', 'medium fast tempo', 'cymbals crashing', 'latin percussion rhythm', 'piano accompaniment', 'steady bass line', 'screaming vocals', 'love performance', 'ambient room noise', 'vocal jazz', 'scat improvisation', 'poor audio quality', 'jazz drumming', 'improvisation', 'female choir', 'latin jazz music']","A female singer sings this jazz scat improvisation. The song is medium fast tempo with jazz drumming, Latin percussion, steady bass line and a piano accompaniment. The song is energetic and highly improvisational.  The song is a live jazz performance with ambient room noises and other disturbances.",1,False,True
1849,HvuHSr_yncE,70,80,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['indie/rock', 'acoustic drums', 'shaker', 'e-bass', 'e-guitars', 'key pluck sound', 'medium tempo', 'dreamy']",Someone is playing shakers before the acoustic drums come in with a loud fill and a groove with a lot of crash hits. Someone is playing chords on an e-guitar along with a synth plug melody with a lot of reverb. Another e-guitar is playing a melody on top. This song may be playing at a live festival.,6,False,True
1850,HwGK5RvNOFI,30,40,"/m/01m2v,/m/0316dw,/m/04rlf","['typing sounds', 'pizzicato string melodies', 'acoustic guitar arpeggios', 'piano arpeggios', 'fast high hat', 'intellectual', 'instrumental', 'swift']","Swift intellectual music featuring interlocking piano and acoustic guitar arpeggios, a pizzicato string melody, a fast, driving hi-hat, and typing sounds. Good for a presentation on a new technology.",8,False,True
1851,Hxf1seOpijE,10,20,"/m/04rlf,/m/0dwt5","['instrumental', 'no singer', 'granular synth', 'electric guitar', 'suspense', 'anticipation', 'repeated theme', 'movie music']",This is an instrumental piece. An electric guitar is playing the melody while another is playing secondary riffs. There is a granular synth holding notes at a high pitch. The overarching atmosphere of this piece is suspenseful. It feels like something big is about to happen that will break the intentionally superficial calmness. This piece would suit perfectly during suspense scenes in a movie soundtrack.,9,False,True
1852,HyJ2YaNrA3U,30,40,"/m/04rlf,/m/07qlf79","['instrumental', 'medium fast tempo', 'groovy bass lines', 'psychedelic synthesiser', 'steady drumming', 'keyboard harmony', 'hand percussions', 'whooshing sound', 'hissing', 'pleasant', 'groovy', 'youthful', 'spirited', 'engaging', 'electro pop', 'synth pop', 'drum pads', 'electronic machine']","This music is instrumental. The tempo is medium with a peppy keyboard harmony, groovy bass line, slick drumming and synthesiser arrangements with a hissing or whooshing  sound in the background. The song is catchy, groovy, trippy, trance and youthful.",7,False,True
1854,HyyHwIK9SSI,30,40,"/m/04rlf,/m/07qmpdm","['game play soundtrack', 'intense combat sounds', 'full of tension', 'instrumental music', 'female crying in pain', 'growling monster sounds', 'ambient noises', 'bells ringing', 'footsteps', 'chains being pulled', 'splashing sounds', 'electric sparks buzz', 'game play soundtrack', 'poor audio quality', 'thuds', 'exciting', 'dangerous', 'scary', 'haunting', 'video game music track', 'scary', 'full o f tension', 'is tense combat']","The music is an instrumental gameplay track. The track has sounds of growling monsters, church bells playing, a female crying in pain, chains being pulled, splashing noises, electrical spark buzzes and other disturbances. The music has very poor audio quality.",1,False,True
1855,HzXWXYxXyYA,50,60,"/m/018vs,/m/02x8m,/m/0342h,/m/04rlf,/m/04szw,/m/074ft,/m/0fx80y","['progressive rock', 'e-bass', 'backing song', 'male singer', 'acoustic drums', 'uptempo']",Someone is playing an e-bass along to a backing track that contains a male voice singing with backing vocals that are panned to the left and right side of the speakers. An acoustic drum set is holding a groove along. The bass is almost completely panned to the left side of the speakers.This song may be playing at a dance-competition. This is an amateur recording but of decent quality.,6,True,True
